,Phone,Area_Code,State,Churn,Intl_Plan,Vmail_Plan,CustServ_Calls,Vmail_Message,Account_Length,Day_Mins,Eve_Mins,Night_Mins,Intl_Mins,Total_Mins,Day_Calls,Eve_Calls,Night_Calls,Intl_Calls,Day_Charge,Eve_Charge,Night_Charge,Intl_Charge,Total_Calls,Total_Charge,Avg_Daily_Charge,Avg_Cost_Per_Minute,Avg_Minutes_Per_Call,Avg_Cost_Per_Call,Day_Mins_to_Total,Eve_Mins_to_Total,Night_Mins_to_Total,Intl_Mins_to_Total,Day_Charge_to_Total,Eve_Charge_to_Total,Night_Charge_to_Total,Intl_Charge_to_Total,Care_Status,Total_Charge_Over_70
1935,375-2184,415,MD,yes,yes,yes,3,42,108,130.1,167.0,244.7,13.6,555.4,90,128,80,5,22.12,14.2,11.01,3.67,303,51.0,0.47,0.09,1.83,0.17,23.42,30.07,44.06,2.45,43.37,27.84,21.59,7.2,critical,no
1936,367-6005,415,VA,no,no,no,2,0,90,102.0,113.3,188.6,11.4,415.3,118,134,105,3,17.34,9.63,8.49,3.08,360,38.54,0.43,0.09,1.15,0.11,24.56,27.28,45.41,2.75,44.99,24.99,22.03,7.99,high,no
1937,364-2166,415,IN,no,no,yes,1,33,100,218.7,155.0,99.0,12.1,484.8,104,144,117,4,37.18,13.18,4.46,3.27,369,58.09,0.58,0.12,1.31,0.16,45.11,31.97,20.42,2.5,64.0,22.69,7.68,5.63,low,no
1938,414-4741,408,OR,no,no,yes,1,30,155,128.5,188.4,254.4,6.8,578.1,86,91,85,6,21.85,16.01,11.45,1.84,268,51.15,0.33,0.09,2.16,0.19,22.23,32.59,44.01,1.18,42.72,31.3,22.39,3.6,low,no
1939,403-9719,510,AZ,yes,no,no,2,0,113,128.7,227.1,178.1,9.2,543.1,100,67,135,4,21.88,19.3,8.01,2.48,306,51.67,0.46,0.1,1.77,0.17,23.7,41.82,32.79,1.69,42.35,37.35,15.5,4.8,high,no
1940,371-8452,415,WI,no,no,no,1,0,123,172.2,162.6,250.3,8.7,593.8,92,76,101,4,29.27,13.82,11.26,2.35,273,56.7,0.46,0.1,2.18,0.21,29.0,27.38,42.15,1.47,51.62,24.37,19.86,4.14,low,no
1941,392-6239,408,VA,no,no,no,1,0,145,199.2,126.0,289.2,7.6,622.0,124,86,135,3,33.86,10.71,13.01,2.05,348,59.63,0.41,0.1,1.79,0.17,32.03,20.26,46.5,1.22,56.78,17.96,21.82,3.44,low,no
1942,410-5250,415,MO,no,no,no,2,0,42,184.5,200.5,279.2,8.8,673.0,98,93,91,3,31.37,17.04,12.56,2.38,285,63.35,1.51,0.09,2.36,0.22,27.41,29.79,41.49,1.31,49.52,26.9,19.83,3.76,high,no
1943,336-1574,510,NV,no,no,no,0,0,125,168.6,175.6,243.3,10.9,598.4,99,107,92,7,28.66,14.93,10.95,2.94,305,57.48,0.46,0.1,1.96,0.19,28.18,29.34,40.66,1.82,49.86,25.97,19.05,5.11,none,no
1944,406-8324,415,HI,no,no,yes,1,30,131,174.0,205.3,218.2,6.7,604.2,118,81,90,3,29.58,17.45,9.82,1.81,292,58.66,0.45,0.1,2.07,0.2,28.8,33.98,36.11,1.11,50.43,29.75,16.74,3.09,low,no
1945,411-7110,415,WA,no,no,no,1,0,107,230.4,257.4,107.3,8.5,603.6,65,80,88,3,39.17,21.88,4.83,2.3,236,68.18,0.64,0.11,2.56,0.29,38.17,42.64,17.78,1.41,57.45,32.09,7.08,3.37,low,no
1946,341-9907,408,IL,no,no,no,1,0,48,198.2,202.8,146.4,5.1,552.5,73,115,73,5,33.69,17.24,6.59,1.38,266,58.9,1.23,0.11,2.08,0.22,35.87,36.71,26.5,0.92,57.2,29.27,11.19,2.34,low,no
1947,400-8952,510,IL,no,no,no,0,0,76,186.1,211.6,230.6,8.0,636.3,96,100,100,4,31.64,17.99,10.38,2.16,300,62.17,0.82,0.1,2.12,0.21,29.25,33.25,36.24,1.26,50.89,28.94,16.7,3.47,none,no
1948,333-9266,415,LA,no,no,no,1,0,128,148.5,243.0,255.2,6.8,653.5,105,106,114,2,25.25,20.66,11.48,1.84,327,59.23,0.46,0.09,2.0,0.18,22.72,37.18,39.05,1.04,42.63,34.88,19.38,3.11,low,no
1949,419-4894,415,WI,no,no,no,0,0,73,157.1,268.8,181.5,10.0,617.4,109,83,91,8,26.71,22.85,8.17,2.7,291,60.43,0.83,0.1,2.12,0.21,25.45,43.54,29.4,1.62,44.2,37.81,13.52,4.47,none,no
1950,364-9904,415,TX,yes,no,no,4,0,52,155.0,133.4,176.1,7.0,471.5,110,104,84,4,26.35,11.34,7.92,1.89,302,47.5,0.91,0.1,1.56,0.16,32.87,28.29,37.35,1.48,55.47,23.87,16.67,3.98,critical,no
1951,394-3048,415,MI,no,yes,yes,1,26,126,129.3,176.5,154.5,9.6,469.9,123,114,102,7,21.98,15.0,6.95,2.59,346,46.52,0.37,0.1,1.36,0.13,27.52,37.56,32.88,2.04,47.25,32.24,14.94,5.57,low,no
1952,352-6265,415,NC,no,no,no,1,0,124,188.5,182.0,218.2,6.1,594.8,77,123,127,6,32.05,15.47,9.82,1.65,333,58.99,0.48,0.1,1.79,0.18,31.69,30.6,36.68,1.03,54.33,26.22,16.65,2.8,low,no
1953,357-3187,408,WA,no,no,no,0,0,137,208.8,225.3,221.6,11.1,666.8,120,100,130,5,35.5,19.15,9.97,3.0,355,67.62,0.49,0.1,1.88,0.19,31.31,33.79,33.23,1.66,52.5,28.32,14.74,4.44,none,no
1954,373-8483,510,ND,yes,no,no,0,0,71,238.0,278.5,193.1,11.8,721.4,82,94,134,10,40.46,23.67,8.69,3.19,320,76.01,1.07,0.11,2.25,0.24,32.99,38.61,26.77,1.64,53.23,31.14,11.43,4.2,none,yes
1955,375-9930,415,NE,no,no,no,0,0,139,211.1,206.9,193.9,5.6,617.5,103,108,70,4,35.89,17.59,8.73,1.51,285,63.72,0.46,0.1,2.17,0.22,34.19,33.51,31.4,0.91,56.32,27.61,13.7,2.37,none,no
1956,352-6282,510,MS,no,no,yes,3,30,107,198.9,207.0,159.8,12.6,578.3,87,90,76,4,33.81,17.6,7.19,3.4,257,62.0,0.58,0.11,2.25,0.24,34.39,35.79,27.63,2.18,54.53,28.39,11.6,5.48,critical,no
1957,396-2945,408,KY,no,no,no,1,0,147,212.8,204.1,156.2,10.2,583.3,79,91,113,2,36.18,17.35,7.03,2.75,285,63.31,0.43,0.11,2.05,0.22,36.48,34.99,26.78,1.75,57.15,27.4,11.1,4.34,low,no
1958,412-3527,510,RI,no,no,no,3,0,116,137.4,120.0,130.3,12.4,400.1,126,94,64,2,23.36,10.2,5.86,3.35,286,42.77,0.37,0.11,1.4,0.15,34.34,29.99,32.57,3.1,54.62,23.85,13.7,7.83,critical,no
1959,328-4231,510,NY,no,no,yes,2,31,60,191.8,267.8,200.5,12.8,672.9,75,135,62,3,32.61,22.76,9.02,3.46,275,67.85,1.13,0.1,2.45,0.25,28.5,39.8,29.8,1.9,48.06,33.54,13.29,5.1,high,no
1960,413-9055,510,TX,no,no,no,0,0,38,149.0,49.2,163.3,13.9,375.4,92,78,93,11,25.33,4.18,7.35,3.75,274,40.61,1.07,0.11,1.37,0.15,39.69,13.11,43.5,3.7,62.37,10.29,18.1,9.23,none,no
1961,363-8755,408,DE,no,no,no,3,0,63,117.1,249.6,162.2,11.1,540.0,118,90,84,4,19.91,21.22,7.3,3.0,296,51.43,0.82,0.1,1.82,0.17,21.69,46.22,30.04,2.06,38.71,41.26,14.19,5.83,critical,no
1962,388-8891,415,NM,no,no,no,3,0,94,108.0,241.9,252.1,10.4,612.4,79,152,92,3,18.36,20.56,11.34,2.81,326,53.07,0.56,0.09,1.88,0.16,17.64,39.5,41.17,1.7,34.6,38.74,21.37,5.29,critical,no
1963,360-1776,415,RI,no,no,no,0,0,131,112.8,199.4,142.7,10.1,465.0,133,116,105,5,19.18,16.95,6.42,2.73,359,45.28,0.35,0.1,1.3,0.13,24.26,42.88,30.69,2.17,42.36,37.43,14.18,6.03,none,no
1964,411-3578,510,MS,no,no,no,1,0,158,175.9,188.3,188.3,11.0,563.5,105,88,98,6,29.9,16.01,8.47,2.97,297,57.35,0.36,0.1,1.9,0.19,31.22,33.42,33.42,1.95,52.14,27.92,14.77,5.18,low,no
1965,399-7268,510,NY,yes,no,no,1,0,139,236.6,169.9,212.3,11.1,629.9,109,107,118,2,40.22,14.44,9.55,3.0,336,67.21,0.48,0.11,1.87,0.2,37.56,26.97,33.7,1.76,59.84,21.48,14.21,4.46,low,no
1966,350-1532,415,NE,no,no,no,1,0,77,169.4,184.9,234.3,2.0,590.6,102,144,89,7,28.8,15.72,10.54,0.54,342,55.6,0.72,0.09,1.73,0.16,28.68,31.31,39.67,0.34,51.8,28.27,18.96,0.97,low,no
1967,359-2197,415,WI,no,no,no,3,0,140,129.6,246.2,172.1,9.4,557.3,79,99,124,10,22.03,20.93,7.74,2.54,312,53.24,0.38,0.1,1.79,0.17,23.25,44.18,30.88,1.69,41.38,39.31,14.54,4.77,critical,no
1968,407-9290,408,KY,no,no,no,1,0,72,177.1,184.7,174.1,8.0,543.9,97,105,94,6,30.11,15.7,7.83,2.16,302,55.8,0.77,0.1,1.8,0.18,32.56,33.96,32.01,1.47,53.96,28.14,14.03,3.87,low,no
1969,358-6672,510,SD,no,no,yes,1,20,52,133.3,184.1,272.9,13.5,603.8,63,123,107,2,22.66,15.65,12.28,3.65,295,54.24,1.04,0.09,2.05,0.18,22.08,30.49,45.2,2.24,41.78,28.85,22.64,6.73,low,no
1970,393-4621,510,VA,no,no,no,5,0,103,167.8,212.9,208.2,13.0,601.9,121,123,73,3,28.53,18.1,9.37,3.51,320,59.51,0.58,0.1,1.88,0.19,27.88,35.37,34.59,2.16,47.94,30.42,15.75,5.9,critical,no
1971,336-7357,415,KS,no,no,yes,1,32,74,174.6,310.6,234.7,9.0,728.9,107,115,92,4,29.68,26.4,10.56,2.43,318,69.07,0.93,0.09,2.29,0.22,23.95,42.61,32.2,1.23,42.97,38.22,15.29,3.52,low,no
1972,351-1466,415,ND,no,no,no,2,0,124,150.3,255.9,136.7,12.5,555.4,101,112,62,4,25.55,21.75,6.15,3.38,279,56.83,0.46,0.1,1.99,0.2,27.06,46.07,24.61,2.25,44.96,38.27,10.82,5.95,high,no
1973,394-6668,510,CO,no,no,yes,5,21,85,283.2,239.7,149.5,6.3,678.7,110,108,80,1,48.14,20.37,6.73,1.7,299,76.94,0.91,0.11,2.27,0.26,41.73,35.32,22.03,0.93,62.57,26.48,8.75,2.21,critical,yes
1974,403-2673,408,KY,yes,no,yes,5,20,113,157.8,161.5,271.5,8.7,599.5,83,56,100,2,26.83,13.73,12.22,2.35,241,55.13,0.49,0.09,2.49,0.23,26.32,26.94,45.29,1.45,48.67,24.9,22.17,4.26,critical,no
1975,355-1735,408,WA,no,no,no,2,0,71,141.2,149.1,171.4,7.0,468.7,132,90,72,2,24.0,12.67,7.71,1.89,296,46.27,0.65,0.1,1.58,0.16,30.13,31.81,36.57,1.49,51.87,27.38,16.66,4.08,high,no
1976,416-7679,415,NV,no,no,yes,1,27,177,230.2,196.1,215.4,10.4,652.1,106,78,108,2,39.13,16.67,9.69,2.81,294,68.3,0.39,0.1,2.22,0.23,35.3,30.07,33.03,1.59,57.29,24.41,14.19,4.11,low,no
1977,340-4972,415,SC,yes,yes,no,2,0,49,237.8,208.9,167.8,15.6,630.1,92,119,86,6,40.43,17.76,7.55,4.21,303,69.95,1.43,0.11,2.08,0.23,37.74,33.15,26.63,2.48,57.8,25.39,10.79,6.02,high,no
1978,417-4826,510,RI,yes,yes,no,3,0,106,204.0,168.5,164.0,13.3,549.8,84,61,102,3,34.68,14.32,7.38,3.59,250,59.97,0.57,0.11,2.2,0.24,37.1,30.65,29.83,2.42,57.83,23.88,12.31,5.99,critical,no
1979,408-6676,510,ID,no,no,no,1,0,60,221.1,178.6,202.7,7.4,609.8,106,48,90,3,37.59,15.18,9.12,2.0,247,63.89,1.06,0.1,2.47,0.26,36.26,29.29,33.24,1.21,58.84,23.76,14.27,3.13,low,no
1980,417-6683,408,KY,no,no,no,4,0,43,177.2,142.6,314.1,12.7,646.6,93,60,144,2,30.12,12.12,14.13,3.43,299,59.8,1.39,0.09,2.16,0.2,27.4,22.05,48.58,1.96,50.37,20.27,23.63,5.74,critical,no
1981,331-6270,510,ME,no,no,no,1,0,66,118.0,248.1,214.4,5.3,585.8,133,99,122,5,20.06,21.09,9.65,1.43,359,52.23,0.79,0.09,1.63,0.15,20.14,42.35,36.6,0.9,38.41,40.38,18.48,2.74,low,no
1982,404-9754,415,SD,no,no,no,0,0,125,163.8,255.6,192.9,15.7,628.0,73,85,95,4,27.85,21.73,8.68,4.24,257,62.5,0.5,0.1,2.44,0.24,26.08,40.7,30.72,2.5,44.56,34.77,13.89,6.78,none,no
1983,364-9425,510,SC,no,no,yes,3,4,114,141.3,230.4,223.7,9.4,604.8,96,88,85,3,24.02,19.58,10.07,2.54,272,56.21,0.49,0.09,2.22,0.21,23.36,38.1,36.99,1.55,42.73,34.83,17.91,4.52,critical,no
1984,339-6477,415,TN,yes,no,no,3,0,112,272.5,226.1,159.1,16.4,674.1,119,94,94,5,46.33,19.22,7.16,4.43,312,77.14,0.69,0.11,2.16,0.25,40.42,33.54,23.6,2.43,60.06,24.92,9.28,5.74,critical,yes
1985,362-2787,408,MT,no,no,yes,2,16,101,118.9,228.3,180.1,8.2,535.5,112,97,111,5,20.21,19.41,8.1,2.21,325,49.93,0.49,0.09,1.65,0.15,22.2,42.63,33.63,1.53,40.48,38.87,16.22,4.43,high,no
1986,405-9233,415,WI,no,no,no,0,0,70,7.9,136.4,156.6,12.1,313.0,100,83,89,1,1.34,11.59,7.05,3.27,273,23.25,0.33,0.07,1.15,0.09,2.52,43.58,50.03,3.87,5.76,49.85,30.32,14.06,none,no
1987,416-1845,408,AK,no,no,no,0,0,59,159.5,167.2,138.6,10.2,475.5,96,123,106,4,27.12,14.21,6.24,2.75,329,50.32,0.85,0.11,1.45,0.15,33.54,35.16,29.15,2.15,53.9,28.24,12.4,5.47,none,no
1988,385-9657,408,AZ,no,no,no,1,0,59,150.2,185.7,212.5,12.1,560.5,70,98,128,2,25.53,15.78,9.56,3.27,298,54.14,0.92,0.1,1.88,0.18,26.8,33.13,37.91,2.16,47.16,29.15,17.66,6.04,low,no
1989,420-5652,415,MT,no,no,yes,2,30,124,144.5,262.3,226.5,12.0,645.3,35,101,82,7,24.57,22.3,10.19,3.24,225,60.3,0.49,0.09,2.87,0.27,22.39,40.65,35.1,1.86,40.75,36.98,16.9,5.37,high,no
1990,415-1141,415,DE,no,no,no,2,0,99,140.7,210.9,229.9,12.4,593.9,88,98,125,4,23.92,17.93,10.35,3.35,315,55.55,0.56,0.09,1.89,0.18,23.69,35.51,38.71,2.09,43.06,32.28,18.63,6.03,high,no
1991,334-5634,510,VA,no,no,no,1,0,150,169.2,216.8,179.4,12.6,578.0,123,83,107,3,28.76,18.43,8.07,3.4,316,58.66,0.39,0.1,1.83,0.19,29.27,37.51,31.04,2.18,49.03,31.42,13.76,5.8,low,no
1992,403-4200,510,MA,no,no,no,2,0,81,220.8,148.5,183.9,7.6,560.8,77,87,100,3,37.54,12.62,8.28,2.05,267,60.49,0.75,0.11,2.1,0.23,39.37,26.48,32.79,1.36,62.06,20.86,13.69,3.39,high,no
1993,357-7893,510,IN,no,no,no,0,0,86,216.3,266.3,214.0,4.5,701.1,96,77,110,3,36.77,22.64,9.63,1.22,286,70.26,0.82,0.1,2.45,0.25,30.85,37.98,30.52,0.64,52.33,32.22,13.71,1.74,none,yes
1994,369-2899,510,MD,no,no,no,0,0,84,169.5,157.6,98.2,10.6,435.9,96,94,70,7,28.82,13.4,4.42,2.86,267,49.5,0.59,0.11,1.63,0.19,38.89,36.16,22.53,2.43,58.22,27.07,8.93,5.78,none,no
1995,381-1026,510,NV,no,no,yes,1,35,118,256.3,258.1,215.5,11.7,741.6,119,91,130,1,43.57,21.94,9.7,3.16,341,78.37,0.66,0.11,2.17,0.23,34.56,34.8,29.06,1.58,55.6,28.0,12.38,4.03,low,yes
1996,388-8722,415,CO,no,no,no,1,0,89,179.7,299.8,185.3,7.6,672.4,128,92,120,3,30.55,25.48,8.34,2.05,343,66.42,0.75,0.1,1.96,0.19,26.73,44.59,27.56,1.13,46.0,38.36,12.56,3.09,low,no
1997,418-3135,415,KS,no,no,no,3,0,93,266.0,130.1,165.8,13.1,575.0,120,84,63,6,45.22,11.06,7.46,3.54,273,67.28,0.72,0.12,2.11,0.25,46.26,22.63,28.83,2.28,67.21,16.44,11.09,5.26,critical,no
1998,380-3974,415,AR,no,no,no,2,0,85,96.7,193.8,171.7,9.7,471.9,97,95,88,3,16.44,16.47,7.73,2.62,283,43.26,0.51,0.09,1.67,0.15,20.49,41.07,36.38,2.06,38.0,38.07,17.87,6.06,high,no
1999,338-7232,408,WY,no,no,no,0,0,160,82.7,194.6,159.0,10.9,447.2,116,95,54,9,14.06,16.54,7.15,2.94,274,40.69,0.25,0.09,1.63,0.15,18.49,43.52,35.55,2.44,34.55,40.65,17.57,7.23,none,no
2000,334-5223,415,PA,no,no,no,3,0,28,168.2,161.7,192.4,10.1,532.4,87,92,112,3,28.59,13.74,8.66,2.73,294,53.72,1.92,0.1,1.81,0.18,31.59,30.37,36.14,1.9,53.22,25.58,16.12,5.08,critical,no
2001,340-8323,408,TX,yes,no,no,1,0,73,286.4,178.2,214.2,10.7,689.5,109,67,152,14,48.69,15.15,9.64,2.89,342,76.37,1.05,0.11,2.02,0.22,41.54,25.84,31.07,1.55,63.76,19.84,12.62,3.78,low,yes
2002,337-6851,408,NY,no,no,no,3,0,156,174.3,186.6,258.2,12.9,632.0,95,128,105,5,29.63,15.86,11.62,3.48,333,60.59,0.39,0.1,1.9,0.18,27.58,29.53,40.85,2.04,48.9,26.18,19.18,5.74,critical,no
2003,344-5973,415,OR,no,yes,no,1,0,33,190.6,161.7,189.9,13.0,555.2,100,104,136,6,32.4,13.74,8.55,3.51,346,58.2,1.76,0.1,1.6,0.17,34.33,29.12,34.2,2.34,55.67,23.61,14.69,6.03,low,no
2004,335-2261,510,CA,no,no,no,4,0,77,175.5,205.1,245.2,17.8,643.6,86,78,100,3,29.84,17.43,11.03,4.81,267,63.11,0.82,0.1,2.41,0.24,27.27,31.87,38.1,2.77,47.28,27.62,17.48,7.62,critical,no
2005,343-1458,415,NY,no,no,no,1,0,119,133.4,204.6,196.9,11.1,546.0,102,71,103,7,22.68,17.39,8.86,3.0,283,51.93,0.44,0.1,1.93,0.18,24.43,37.47,36.06,2.03,43.67,33.49,17.06,5.78,low,no
2006,415-4875,510,AR,no,no,yes,3,27,91,204.6,136.0,210.5,6.6,557.7,96,93,82,2,34.78,11.56,9.47,1.78,273,57.59,0.63,0.1,2.04,0.21,36.69,24.39,37.74,1.18,60.39,20.07,16.44,3.09,critical,no
2007,381-2726,510,MI,no,no,no,3,0,102,242.2,233.2,188.5,6.2,670.1,88,89,121,6,41.17,19.82,8.48,1.67,304,71.14,0.7,0.11,2.2,0.23,36.14,34.8,28.13,0.93,57.87,27.86,11.92,2.35,critical,yes
2008,395-3852,415,OK,no,no,yes,3,33,86,253.1,210.1,95.0,11.9,570.1,112,94,98,4,43.03,17.86,4.27,3.21,308,68.37,0.8,0.12,1.85,0.22,44.4,36.85,16.66,2.09,62.94,26.12,6.25,4.7,critical,no
2009,358-7914,415,TX,no,no,no,0,0,82,130.0,185.3,178.7,8.3,502.3,110,88,105,4,22.1,15.75,8.04,2.24,307,48.13,0.59,0.1,1.64,0.16,25.88,36.89,35.58,1.65,45.92,32.72,16.7,4.65,none,no
2010,332-6958,408,NC,no,no,no,0,0,89,105.9,189.6,170.9,12.7,479.1,151,142,67,7,18.0,16.12,7.69,3.43,367,45.24,0.51,0.09,1.31,0.12,22.1,39.57,35.67,2.65,39.79,35.63,17.0,7.58,none,no
2011,355-1019,415,ID,no,no,no,3,0,86,194.2,193.8,192.0,9.3,589.3,98,95,123,7,33.01,16.47,8.64,2.51,323,60.63,0.7,0.1,1.82,0.19,32.95,32.89,32.58,1.58,54.44,27.16,14.25,4.14,critical,no
2012,382-9447,408,IL,no,no,no,1,0,134,183.8,123.5,160.7,6.1,474.1,111,92,105,2,31.25,10.5,7.23,1.65,310,50.63,0.38,0.11,1.53,0.16,38.77,26.05,33.9,1.29,61.72,20.74,14.28,3.26,low,no
2013,386-8536,415,OR,no,no,no,2,0,92,196.5,190.0,163.2,10.8,560.5,82,89,99,2,33.41,16.15,7.34,2.92,272,59.82,0.65,0.11,2.06,0.22,35.06,33.9,29.12,1.93,55.85,27.0,12.27,4.88,high,no
2014,363-3818,510,SD,no,no,no,3,0,87,184.5,172.0,183.4,13.7,553.6,81,103,96,3,31.37,14.62,8.25,3.7,283,57.94,0.67,0.1,1.96,0.2,33.33,31.07,33.13,2.47,54.14,25.23,14.24,6.39,critical,no
2015,360-6416,408,NE,no,no,no,0,0,64,261.9,148.1,145.2,13.8,569.0,113,99,74,4,44.52,12.59,6.53,3.73,290,67.37,1.05,0.12,1.96,0.23,46.03,26.03,25.52,2.43,66.08,18.69,9.69,5.54,none,no
2016,332-8764,510,RI,no,no,no,3,0,80,202.4,260.2,177.4,9.2,649.2,118,67,112,5,34.41,22.12,7.98,2.48,302,66.99,0.84,0.1,2.15,0.22,31.18,40.08,27.33,1.42,51.37,33.02,11.91,3.7,critical,no
2017,398-4814,415,MD,no,no,yes,3,39,165,167.4,172.7,192.6,9.5,542.2,113,94,113,4,28.46,14.68,8.67,2.57,324,54.38,0.33,0.1,1.67,0.17,30.87,31.85,35.52,1.75,52.34,27.0,15.94,4.73,critical,no
2018,410-5963,415,ID,no,no,yes,1,22,153,167.7,246.8,203.9,7.5,625.9,104,91,117,11,28.51,20.98,9.18,2.03,323,60.7,0.4,0.1,1.94,0.19,26.79,39.43,32.58,1.2,46.97,34.56,15.12,3.34,low,no
2019,399-6642,415,ME,no,no,yes,1,30,41,191.7,193.0,149.4,11.1,545.2,109,86,93,4,32.59,16.41,6.72,3.0,292,58.72,1.43,0.11,1.87,0.2,35.16,35.4,27.4,2.04,55.5,27.95,11.44,5.11,low,no
2020,390-9986,415,SD,no,no,no,2,0,108,240.2,230.3,217.0,5.2,692.7,78,109,83,1,40.83,19.58,9.76,1.4,271,71.57,0.66,0.1,2.56,0.26,34.68,33.25,31.33,0.75,57.05,27.36,13.64,1.96,high,yes
2021,391-1793,415,NY,no,no,yes,1,26,104,189.1,178.2,199.3,11.1,577.7,112,97,104,4,32.15,15.15,8.97,3.0,317,59.27,0.57,0.1,1.82,0.19,32.73,30.85,34.5,1.92,54.24,25.56,15.13,5.06,low,no
2022,352-5542,408,DE,no,no,no,1,0,115,127.7,182.9,172.9,10.6,494.1,67,90,92,7,21.71,15.55,7.78,2.86,256,47.9,0.42,0.1,1.93,0.19,25.84,37.02,34.99,2.15,45.32,32.46,16.24,5.97,low,no
2023,386-8118,415,OK,no,no,no,1,0,87,205.2,99.5,189.5,13.4,507.6,106,122,75,3,34.88,8.46,8.53,3.62,306,55.49,0.64,0.11,1.66,0.18,40.43,19.6,37.33,2.64,62.86,15.25,15.37,6.52,low,no
2024,394-9825,415,SC,no,no,yes,2,23,159,153.6,216.9,161.3,12.6,544.4,93,88,91,3,26.11,18.44,7.26,3.4,275,55.21,0.35,0.1,1.98,0.2,28.21,39.84,29.63,2.31,47.29,33.4,13.15,6.16,high,no
2025,382-4952,510,IN,no,no,no,2,0,119,154.5,193.6,180.9,13.4,542.4,129,87,145,3,26.27,16.46,8.14,3.62,364,54.49,0.46,0.1,1.49,0.15,28.48,35.69,33.35,2.47,48.21,30.21,14.94,6.64,high,no
2026,387-2698,415,NV,no,no,no,1,0,69,153.7,194.0,256.1,14.1,617.9,109,105,114,6,26.13,16.49,11.52,3.81,334,57.95,0.84,0.09,1.85,0.17,24.87,31.4,41.45,2.28,45.09,28.46,19.88,6.57,low,no
2027,417-1360,408,IL,no,yes,yes,1,36,87,171.2,185.8,227.6,10.8,595.4,138,102,97,3,29.1,15.79,10.24,2.92,340,58.05,0.67,0.1,1.75,0.17,28.75,31.21,38.23,1.81,50.13,27.2,17.64,5.03,low,no
2028,408-4836,510,SD,yes,no,no,1,0,93,328.1,151.7,303.5,8.7,792.0,106,89,114,3,55.78,12.89,13.66,2.35,312,84.68,0.91,0.11,2.54,0.27,41.43,19.15,38.32,1.1,65.87,15.22,16.13,2.78,low,yes
2029,374-8329,415,OK,yes,yes,no,0,0,154,145.9,208.2,180.9,14.4,549.4,69,141,106,10,24.8,17.7,8.14,3.89,326,54.53,0.35,0.1,1.69,0.17,26.56,37.9,32.93,2.62,45.48,32.46,14.93,7.13,none,no
2030,363-8424,415,KS,no,no,yes,1,37,57,201.2,280.1,154.2,11.8,647.3,76,122,110,1,34.2,23.81,6.94,3.19,309,68.14,1.2,0.11,2.09,0.22,31.08,43.27,23.82,1.82,50.19,34.94,10.18,4.68,low,no
2031,408-8910,510,IA,no,no,no,5,0,130,139.1,246.0,207.2,11.4,603.7,72,112,121,9,23.65,20.91,9.32,3.08,314,56.96,0.44,0.09,1.92,0.18,23.04,40.75,34.32,1.89,41.52,36.71,16.36,5.41,critical,no
2032,399-3840,415,NJ,no,no,no,2,0,151,118.9,278.3,194.8,13.2,605.2,128,65,61,10,20.21,23.66,8.77,3.56,264,56.2,0.37,0.09,2.29,0.21,19.65,45.98,32.19,2.18,35.96,42.1,15.6,6.33,high,no
2033,367-8692,408,NJ,yes,no,no,2,0,162,217.6,279.0,250.7,10.4,757.7,87,71,65,4,36.99,23.72,11.28,2.81,227,74.8,0.46,0.1,3.34,0.33,28.72,36.82,33.09,1.37,49.45,31.71,15.08,3.76,high,yes
2034,387-4504,415,MT,no,no,no,1,0,60,145.0,209.1,328.5,14.6,697.2,133,92,112,2,24.65,17.77,14.78,3.94,339,61.14,1.02,0.09,2.06,0.18,20.8,29.99,47.12,2.09,40.32,29.06,24.17,6.44,low,no
2035,328-2647,510,IA,no,no,no,3,0,81,203.5,289.6,212.9,8.7,714.7,89,69,71,3,34.6,24.62,9.58,2.35,232,71.15,0.88,0.1,3.08,0.31,28.47,40.52,29.79,1.22,48.63,34.6,13.46,3.3,critical,yes
2036,369-7903,415,WA,no,no,no,3,0,132,240.1,180.4,133.4,8.0,561.9,115,91,122,6,40.82,15.33,6.0,2.16,334,64.31,0.49,0.11,1.68,0.19,42.73,32.11,23.74,1.42,63.47,23.84,9.33,3.36,critical,no
2037,399-6852,408,NE,no,no,no,1,0,86,83.8,240.2,158.6,6.7,489.3,121,96,108,8,14.25,20.42,7.14,1.81,333,43.62,0.51,0.09,1.47,0.13,17.13,49.09,32.41,1.37,32.67,46.81,16.37,4.15,low,no
2038,335-4888,408,TX,yes,no,no,1,0,136,269.8,228.8,257.5,10.1,766.2,106,101,106,8,45.87,19.45,11.59,2.73,321,79.64,0.59,0.1,2.39,0.25,35.21,29.86,33.61,1.32,57.6,24.42,14.55,3.43,low,yes
2039,344-2260,415,MS,no,no,yes,1,21,121,126.3,209.6,192.5,10.6,539.0,84,102,129,2,21.47,17.82,8.66,2.86,317,50.81,0.42,0.09,1.7,0.16,23.43,38.89,35.71,1.97,42.26,35.07,17.04,5.63,low,no
2040,349-4070,510,IA,no,no,yes,2,15,105,88.1,175.9,269.9,9.7,543.6,125,142,85,1,14.98,14.95,12.15,2.62,353,44.7,0.43,0.08,1.54,0.13,16.21,32.36,49.65,1.78,33.51,33.45,27.18,5.86,high,no
